userId,articleid,rating
15226507030,421001,3.0
15226507030,421003,2.0
15226507030,421003,3.0
15226507030,421031,5.0
15226507030,422484,3.0
15226507030,421107,4.0
15226507030,421042,2.0
15226507030,421975,4.0
15226507030,421012,4.0
15226507030,421016,4.0
15226507030,421035,1.0
15226507030,421952,3.0
15226507030,421014,3.0
15226507030,422399,5.0
15226507030,422437,2.0
15226507030,422490,1.0
15226507030,421038,5.0
15226507030,421135,3.0
15226507030,421205,4.0
15226507030,421211,4.0
15226507130,421000,3.0
15226507130,421000,3.0
15226507130,421001,2.0
15226507130,421003,4.0
15226507130,421004,4.0
15226507130,421005,5.0
15226507130,421006,1.0
15226507130,421008,2.0
15226507130,421016,3.0
15226507130,421112,1.0
15226507130,421184,4.0
15226507130,421203,3.0
15226507130,421204,3.0
15226507130,421198,1.0
15226507130,421220,4.0
15226507130,421225,3.0
15226507130,421206,1.0
15226507130,421232,4.0
15226507130,421009,4.0
15226507230,421000,4.0
15226507230,421001,3.0
15226507230,421003,5.0
15226507230,421004,4.0
15226507230,421027,3.0
15226507230,421089,4.0
15226507230,421120,3.0
15226507230,421135,5.0
15226507230,421212,3.0
15226507230,421231,4.0
15226507230,421008,3.0
15226507230,421060,2.0
15226507230,421087,2.0
15226507230,421159,3.0
15226507230,421211,3.0
15226507230,421216,4.0
15226507230,421014,2.0
15226507230,422490,3.0
15226507230,422399,4.0
15226507230,421012,3.0
15226507230,421226,5.0
15226566990,421017,3.0
15226566990,421061,4.0
15226566990,421110,3.0
15226566990,421303,1.0
15226566990,421488,4.0
15226566990,421535,5.0
15226566990,421966,5.0
15226566990,421005,2.0
15226566990,421014,5.0
15226566990,421037,1.0
15226566990,421052,5.0
15226566990,421083,2.0
15226566990,421126,5.0
15226566990,421001,5.0
15226566990,421038,2.0
15226566990,421135,3.0
15226566990,421275,4.0
15226566990,421409,3.0
15226566990,421452,5.0
15226566990,421205,1.0
15226566991,421000,5.0
15226566991,421003,3.0
15226566991,421952,4.0
15226566991,422399,5.0
15226566991,422424,2.0
15226566991,422459,1.0
15226566991,421018,3.0
15226566991,421022,5.0
15226566991,421042,2.0
15226566991,421050,1.0
15226566991,421079,2.0
15226566991,421544,1.0
15226566991,421975,3.0
15226566991,422387,2.0
15226566991,421010,5.0
15226566991,421003,1.0
15226566991,421001,5.0
15226566991,421005,2.0
15226566991,421031,1.0
15226566991,421009,2.0
15226566991,421012,2.0
15226566991,421252,2.0
15226566991,421025,3.0
15226566991,421078,1.0
15226566991,421070,1.0
15226566992,421107,3.0
15226566992,421042,3.0
15226566992,422390,4.0
15226566992,422484,4.0
15226566992,421089,5.0
15226566992,421120,5.0
15226566992,421212,4.0
15226566992,421231,1.0
15226566992,421275,3.0
15226566992,421380,5.0
15226566992,421429,2.0
15226566992,421362,2.0
15226566992,421060,3.0
15226566992,421087,2.0
15226566992,421159,0.0
15226566992,421159,1.0
15226566992,421377,1.0
15226566992,421723,1.0
15226566992,421798,3.0
15226566992,421835,3.0
15226566992,421118,1.0
15226566992,421149,3.0
15731461426,421001,4.0
15731461426,421001,4.0
15731461426,421000,4.0
15731461426,421006,0.0
15731461426,421006,3.0
15731461426,421005,4.0
15731461426,421008,3.0
15731461426,421005,4.0
15731461426,421952,4.0
15731461426,421014,2.0
15731461426,421013,4.0
15731461426,421012,5.0
15731461426,421001,1.0
15731461426,421060,2.0
15731461426,421008,4.0
15731461426,421010,4.0
15731461426,421001,4.0
15731461426,421003,3.0
15731461426,421015,4.0
15731461426,421003,5.0
15731461426,421000,2.0
15731461426,421003,4.0
15731461426,421012,4.0
15731461427,421000,3.0
15731461427,421001,5.0
15731461427,421003,2.0
15731461427,421004,5.0
15731461427,421005,5.0
15731461427,421008,5.0
15731461427,421009,4.0
15731461427,421010,2.0
15731461427,421012,1.0
15731461427,421013,2.0
15731461427,421014,5.0
15731461427,421015,3.0
15731461427,421016,5.0
15731461427,421016,1.0
15731461427,421009,4.0
15731461427,421001,3.0
15731461428,421000,1.0
15731461428,421001,5.0
15731461428,421003,5.0
15731461428,421000,3.0
15731461428,421000,5.0
15731461428,421004,1.0
15731461428,421005,3.0
15731461428,421014,4.0
15731461428,421015,1.0
15731461428,421016,4.0
15731461428,421016,4.0
15731461428,421017,4.0
15731461428,421000,2.0
15731461428,421001,5.0
15731461428,421003,2.0
15731461428,421001,4.0
15731461427,421001,2.0
15731461427,421003,3.0
15731461427,421027,2.0
15731461427,421026,2.0
15731461427,421110,3.0
15731461427,421818,4.0
15731461428,421001,3.0
15731461428,421005,3.0
15731461428,421022,4.0
15731461428,421975,3.0
15731461428,421022,4.0
15731461428,421107,3.0
15731461428,421107,3.0
15731461428,421042,5.0
15731461428,422399,1.0
15731461428,421042,3.0
15731461429,421003,4.0
15731461429,421005,2.0
15731461429,421952,3.0
15731461429,422399,2.0
15731461429,421014,0.0
15731461429,421014,4.0
15731461429,421087,2.0
15731461429,421377,3.0
15731461429,421393,4.0
15731461429,421369,3.0
15731461429,421003,3.0
15731461429,421000,4.0
15731461429,421014,4.0
15731461429,421017,5.0
15731461429,421005,4.0